name,subway,distance,service_rating,price,overall_rating,facility_rating,hygiene_rating,location_lat,location_lng
广州宜家人公寓(体育西路店),黄埔大道,320,4,228,3.7,3,4,23.134424,113.32842
天顺宾馆(前进路店),江南西,765,4,94,2.8,2,1,23.110271,113.27857
宝鑫宾馆,江南西,887,3,193,2.4,2.9,2.9,23.102999,113.27168
广州骏福连锁酒店,江南西,57,0,0,-1,0,0,23.103884,113.28079
骏福宾馆,江南西,566,0,0,-1,0,0,23.108667,113.28055
佳缘商务酒店,西村,669,4.5,151,3.4,4.5,4.5,23.147696,113.25499
广州葛姐家庭住宿,西村,969,5,57,3.4,3,3,23.149244,113.25785
广州国祥商务酒店,西村,745,4.5,270,3.3,4.4,4.6,23.14765,113.25574
御龙宾馆(西华路),西村,899,3,88,3.1,2.8,3,23.140018,113.24974
北部湾酒店,西村,274,3.6,110,2.8,3.1,3.7,23.149504,113.246315
玉龙宾馆,西村,167,0,168,2.3,0,0,23.148415,113.25004
广州市铁路大旅店,西村,736,2.8,67,2.3,1,1,23.151068,113.25485
广州火车站彩云家庭旅馆,西村,979,0,59,2.2,0,0,23.149227,113.25794
广州胡姐家庭旅馆,西村,832,0,65,2.1,0,0,23.151566,113.25562
广州老李家庭公寓,西村,935,2.4,109,2,1.9,1.9,23.151604,113.25674
宝丰公寓,西村,716,0,162,1.9,0,0,23.147951,113.25546
港澳渔民宾馆,西村,975,0,233,1.8,0,0,23.149374,113.25788
佳云宾馆,西村,194,2.6,108,1.6,2.2,2.2,23.148735,113.25019
拾鑫酒店,西村,328,0,0,-1,0,0,23.149544,113.25121
车站住宿（广州火车站店）,西村,750,0,68,-1,0,0,23.152166,113.25424
广州金贝公寓,西村,943,0,76,-1,0,0,23.151682,113.25678
广州特里乔伊商务住宿,西村,974,0,128,-1,0,0,23.15161,113.25715
广州襄阳驻广州住宿,西村,806,0,80,-1,0,0,23.151234,113.25552
宏志棋牌公寓,西村,454,0,100,-1,0,0,23.150955,113.25155
蒋李招待所（三店）,西村,980,0,0,-1,0,0,23.1489,113.258
广州万盛宾馆,农讲所,920,4.1,69,3.8,3.8,4,23.124695,113.28266
广永丽都酒店,农讲所,866,3.9,310,3.8,3.7,3.9,23.127178,113.27606
广东省教育厅招待所,农讲所,895,3.5,111,3.8,3,3.3,23.134146,113.27312
天顺商务酒店(北京路分店),农讲所,975,3.2,153,3.8,3.1,3.1,23.126505,113.27529
广州宜佳宾馆,农讲所,973,4,146,3.8,3.9,4,23.124702,113.28501
湛化集团招待所,农讲所,823,4.5,0,3.8,3.3,4.1,23.125956,113.28448
佳园连锁酒店广州中山四路店,农讲所,53,3.8,197,3.7,3.6,3.9,23.13247,113.28193
英德宾馆,农讲所,450,4.1,125,3.7,3.9,4,23.133516,113.28614
湖城宾馆,农讲所,427,3.8,109,3.7,3.5,3.6,23.1362,113.27958
逸米酒店(广州中华广场店),农讲所,644,3.9,128,3.7,3.8,3.8,23.128635,113.28601
银翔旅店,农讲所,837,4,117,3.7,3.6,3.6,23.133562,113.27362
城市便捷酒店(文明路),农讲所,883,4.3,266,3.7,4.3,4.5,23.127106,113.27591
万福宾馆,农讲所,724,3.8,98,3.6,3.3,3.6,23.126562,113.28032
宗德宾馆,农讲所,748,2.7,93,3.6,2.4,2.4,23.126547,113.27946
温馨园宾馆(陵园西路),农讲所,787,3.7,122,3.6,3.5,3.6,23.135262,113.28905
广州锦豪宾馆,农讲所,964,3.7,118,3.6,3.6,3.7,23.139181,113.28832
豪园宾馆,农讲所,517,1.9,92,3.4,1.9,1.9,23.13618,113.27815
广州君惠宾馆,农讲所,623,3,89,3.1,2,2,23.127626,113.28376
广州金辉宾馆(文明路店),农讲所,487,3.6,103,2.6,3.1,3.6,23.128824,113.28011
染织招待所,农讲所,779,0,94,2.2,0,0,23.13872,113.27748
开心公寓,车陂,938,0,25,1.6,0,0,23.131989,113.39281
星星公寓（广州棠东店）,车陂,960,3,0,1.5,1,1,23.132978,113.39281
广州和顺公寓,车陂,93,0,44,-1,0,0,23.129913,113.402
广州家庭住宿,广州火车站,852,0,64,4.4,0,0,23.152155,113.25419
广州中兴家庭旅馆,广州火车站,471,0,65,4.4,0,0,23.157192,113.25962
广州全新旅馆,广州火车站,726,0,58,4.4,0,0,23.148254,113.25853
广州湘川家庭旅馆,广州火车站,486,0,54,4.4,0,0,23.15716,113.25934
广州金哥家庭旅馆,广州火车站,613,0,66,4.4,0,0,23.152168,113.2566
广州佳佳家庭旅馆,广州火车站,457,0,65,4.4,0,0,23.156855,113.25937
流花宾馆(广州火车站),广州火车站,142,4.2,401,4.3,4.1,4.3,23.152582,113.262856
白云城市酒店,广州火车站,385,4.4,248,4.3,4.2,4.4,23.153357,113.26608
广州四川省驻广州招待所,广州火车站,321,0,56,4.3,0,0,23.150957,113.2616
广州壹马公寓火车站店,广州火车站,253,0,78,4.3,5,5,23.152407,113.26035
广州星和商务酒店,广州火车站,745,4.3,268,4.3,4.2,4.4,23.14799,113.25864
米兰花酒店,广州火车站,648,4.4,279,4.3,4.2,4.4,23.149076,113.25856
韶关供销公司招待所,广州火车站,769,4.2,97,4.3,4.2,4.4,23.148232,113.25783
上苑世贸大酒店,广州火车站,906,4.4,353,4.3,4.4,4.5,23.148008,113.256065
广州旺捷公寓,广州火车站,277,3.7,58,4.2,2.7,3.1,23.151655,113.260895
星和泰祥商务酒店,广州火车站,784,4.5,208,4.2,4.3,4.5,23.148087,113.25778
广州比家美家庭旅馆,广州火车站,478,5,57,4.2,2.8,3.2,23.15724,113.259575
广州广顺家庭旅馆,广州火车站,297,0,58,4.2,0,0,23.151484,113.26082
广州曹哥家庭旅馆,广州火车站,631,4.6,66,4.2,4.4,4.5,23.15166,113.25661
运鸿大酒店,广州火车站,968,4.4,255,4.2,4.2,4.4,23.150715,113.25347
华美假日酒店,三元里,144,3.5,163,3.7,2.7,3,23.164143,113.26422
彭达大酒店,三元里,855,3.9,194,3.7,3.6,3.9,23.161106,113.27068
莱思顿快捷酒店,三元里,887,3.4,110,3.7,3.3,3.4,23.172579,113.260025
广州乐家快捷酒店,三元里,927,3.9,111,3.7,3.7,3.8,23.173428,113.26142
金发酒店,三元里,895,4,118,3.6,3.8,3.9,23.15733,113.26298
向阳酒店,三元里,764,3.5,125,3.6,2,2.4,23.164347,113.25631
广州南都公寓火车站三元里店,三元里,206,0,64,3.6,5,4.3,23.166529,113.26214
精彩宾馆,三元里,926,5,126,3.6,4.5,5,23.173506,113.26183
军山大酒店,三元里,605,3.5,166,3.4,3.1,3.4,23.162567,113.25861
凯特商务酒店,三元里,991,3.5,98,3.4,3.2,3.1,23.166681,113.27329
三元里大酒店,三元里,835,3.4,0,3.3,3.1,3.3,23.15981,113.26922
通通大酒店,三元里,830,3.8,164,3.3,3.5,3.6,23.160763,113.2573
皇莱商务酒店,三元里,864,2.9,94,3.3,2.7,2.8,23.172903,113.26171
凯越宾馆,三元里,455,4.1,196,3.2,3.8,4,23.168257,113.26056
金都酒店,三元里,385,3.9,125,3.2,3.2,3.8,23.167557,113.260796
广州荷塘月色主题酒店,三元里,701,0,108,3.2,0,0,23.166004,113.27053
豪景宾馆,三元里,591,4.5,115,2.9,4.5,4.5,23.170067,113.26102
广州梦之乡温馨家庭旅馆,三元里,978,0,68,2.5,0,0,23.157396,113.259605
广明旅店,三元里,314,0,140,2.3,0,0,23.16384,113.2611
龙安酒店,三元里,966,4.5,131,2.3,3,4.5,23.159433,113.25678
逸米酒店(广州市二宫地铁站店),一德路,766,0,141,3.9,0,0,23.115202,113.2699
爱群大酒店,一德路,372,3.9,198,3.8,3.5,4,23.115738,113.26374
广州铂睿2359公寓,一德路,664,4.2,163,3.8,3.9,4.2,23.122108,113.258095
上九湾酒店,一德路,713,3.9,183,3.8,3.6,3.8,23.121363,113.25718
丹妮斯酒店(上下九店),一德路,769,3.9,168,3.8,3.6,3.9,23.123762,113.25816
广东云南大酒店,一德路,790,4,143,3.8,3.7,3.8,23.115557,113.27042
曲仁宾馆,一德路,625,3.1,98,3.8,3.1,3.4,23.124002,113.26668
凯旋龙连锁酒店(广州海南店),一德路,715,4.2,134,3.8,3.9,4.1,23.124672,113.26022
广州民间金融大厦国际公寓（原富丽华酒店）,一德路,261,0,134,3.8,4.2,4.2,23.117207,113.26523
饶州商务宾馆,一德路,994,3.8,108,3.8,3.5,3.8,23.126427,113.25815
广州十三行家庭阳光旅馆,一德路,840,4,40,3.7,3.7,3.7,23.118486,113.25551
广州富华商寓酒店,一德路,745,3.7,138,3.7,3.5,3.7,23.12455,113.26794
丰宁宾馆,一德路,928,3.6,117,3.7,3.5,3.7,23.126692,113.259964
新华大酒店(人民南路),一德路,543,3.7,238,3.6,3.4,3.7,23.114765,113.26122
美华宾馆,一德路,328,3,158,3.6,2.9,3,23.116161,113.26325
龙祥宾馆(人民中路),一德路,947,3.1,98,3.6,2.7,2.8,23.126669,113.25946
龙江宾馆,一德路,819,3.8,105,3.5,3.5,3.7,23.125145,113.25915
连山招待所,一德路,851,4.5,40,3.5,3,3,23.125566,113.25927
广州中成宾馆,一德路,834,5,117,3.5,3,3.5,23.126589,113.26337
锦泰连锁酒店沿江分店,一德路,471,2,193,3.4,1.9,2.2,23.115126,113.26206
广州凯伊莱酒店,体育中心,863,4.3,179,4.1,4.1,4.2,23.138733,113.32678
广州佰客青年旅舍,体育中心,656,3.8,35,4.1,4,4.6,23.145426,113.338844
7天连锁酒店(天河东店),体育中心,423,4.4,189,4,4.3,4.4,23.14219,113.338776
iU酒店(天河旗舰店),体育中心,968,4.5,274,4,4.5,4.5,23.141151,113.32547
7天连锁酒店(广州天河岗顶龙口西路店),体育中心,884,4.3,169,4,4.2,4.1,23.144003,113.34283
柏高商务酒店(天河城店),体育中心,450,4.2,108,3.9,4.1,4.3,23.138742,113.33877
汉庭酒店(天河店),体育中心,953,4.1,248,3.9,3.7,4,23.139952,113.325645
迎商酒店(广州岗顶龙口西店),体育中心,836,4.1,80,3.9,4,4.2,23.142788,113.34282
广州侨鸿酒店,体育中心,995,3.7,166,3.9,3.7,3.7,23.149498,113.33698
永嘉宾馆,体育中心,819,4.1,178,3.9,3.8,4,23.13345,113.33375
广州天河雅乐轩酒店,体育中心,793,4.4,477,3.8,4.5,4.7,23.147873,113.33512
新天河宾馆,体育中心,913,4,264,3.8,3.7,4,23.139277,113.32614
格琳时尚宾馆,体育中心,911,4.7,119,3.8,4.5,4.7,23.14323,113.34343
凯福大酒店,体育中心,931,4.3,208,3.8,4,4.2,23.13821,113.326256
广州天水休闲会所商务酒店,体育中心,528,3.7,287,3.7,3.7,3.5,23.138418,113.33945
广州宜家人公寓(体育西路店),体育中心,968,4,228,3.7,3,4,23.134424,113.32842
广州地铁之家公寓体育西路店,体育中心,874,0,141,3.5,0,0,23.136602,113.32767
广州蜗牛家庭民宿,体育中心,910,0,158,3.5,0,0,23.134497,113.32917
广州沐枫精品酒店,体育中心,841,4,308,3.4,3.9,4.2,23.138588,113.32705
海涛酒店,体育中心,930,3.5,206,3.3,3,3.4,23.132418,113.3359
广州骏福连锁酒店,晓港,922,0,0,-1,0,0,23.103884,113.28079
广州四月酒店公寓奥园越时代店,石壁,635,4.8,298,3.7,4.7,4.8,22.994724,113.284195
广州好运来公寓南站店,石壁,912,3.9,0,3.7,3.4,3.9,22.995464,113.2777
广州南站金鑫公寓,石壁,787,4,0,3.7,3.4,4,22.999458,113.27718
广州柏泰快捷酒店,石壁,938,5,0,3.5,3,3,23.003918,113.276474
富豪宾馆(南站店),石壁,812,0,98,3.5,0,0,23.002752,113.27729
诚信住宿（广州南站店）,石壁,893,4,105,3.4,3.4,3.7,23.004507,113.277306
广州爱心旅馆,石壁,901,3.6,108,3.2,2.9,3,23.003374,113.27661
广州广源旅馆,石壁,781,3.3,125,2.5,2.8,3.1,23.001755,113.27731
广州南站锦鸿公寓,石壁,480,1,103,2.5,1,1,22.996813,113.2822
广州南站老李旅馆,石壁,998,2.5,97,2.5,2,2.4,23.00613,113.27728
广州南站时代公寓,石壁,880,2.2,96,2.1,2.1,2.2,23.003325,113.27682
广州广亿公寓,石壁,762,0,0,-1,0,0,23.00641,113.281204
广州明江酒店南站店,石壁,885,0,87,-1,0,0,23.001833,113.27629
广州南缘租房住宿,石壁,876,0,85,-1,0,0,23.00332,113.27685
兴源快捷宾馆,石壁,918,0,0,-1,0,0,23.004524,113.27702
广州南站宜家宾馆,石壁,914,0,74,-1,0,0,23.003496,113.27653
广州番禺夏天公寓,石壁,852,0,129,-1,0,0,23.001364,113.27655
广州南站舒怡公寓,石壁,916,0,87,-1,0,0,23.004436,113.27699
友间,石壁,844,0,82,-1,5,5,23.001654,113.276665
广州南站捷程公寓,石壁,761,0,0,-1,0,0,23.001814,113.27753
广州99酒店式公寓,人和,33,4.1,78,4,4,4.1,23.341852,113.30249
广州如家公寓人和地铁站店,人和,168,4,68,4,3,2,23.342789,113.301506
广州白云佳园公寓,人和,68,3.8,39,4,3.5,3.8,23.342142,113.30224
广州白云区富安宾馆,人和,634,3.7,108,4,3.7,4.2,23.336779,113.30585
广州天天酒店(白云机场店),人和,853,3.9,88,3.9,3.7,4,23.346388,113.29596
香榭丽酒店,人和,736,4.1,188,3.8,2.5,2.4,23.348131,113.30333
俊鸿商务酒店,人和,669,2.7,105,3.8,2.9,3.1,23.340008,113.29613
广州鑫旺住宿,人和,207,4.4,48,3.8,3.9,4.4,23.340227,113.30388
广江宾馆,人和,350,3.6,79,3.7,3.6,3.6,23.339088,113.304596
心怡住宿,人和,41,2.4,58,3.7,1,1,23.341906,113.302605
顺心住宿,人和,70,0,45,3.7,2,0,23.341272,113.30308
君来住宿,人和,81,0,44,3.6,3,3,23.342232,113.30215
安安公寓,人和,126,4.3,44,3.5,3.5,3.8,23.340935,113.30349
易发商务酒店,人和,217,4.1,99,3.4,3.8,3.8,23.343369,113.30166
华天公寓,人和,180,4,47,3.2,3,3,23.34054,113.30384
广州华字大酒店,人和,693,2.6,174,3.1,2.7,3.6,23.337114,113.30722
广州家华住宿,人和,215,3,45,2.7,2,3,23.340166,113.30393
广州家和住宿,人和,936,0,66,2.3,4,4,23.34983,113.30076
广州宜佳公寓,人和,102,0,68,2.1,0,0,23.341,113.30325
广州人和天天住宿,人和,415,0,0,2.1,0,0,23.339817,113.30606
广州维帝客酒店式公寓（番禺万达广场店）,南村万博,253,0,126,4.2,2.8,3,23.012121,113.35611
茂丰酒店,南村万博,904,4,218,4.1,3.9,4.1,23.002268,113.35486
沙芭比亚酒店,南村万博,958,4.1,111,4,3.8,4,23.001812,113.35538
广州小时代酒店公寓,南村万博,374,4.4,96,3.7,4.4,4.4,23.012777,113.357086
广州舒馨主题酒店式公寓,南村万博,236,0,0,-1,0,0,23.01233,113.35546
凯旋龙连锁酒店(体育西路店),体育西路,339,4.3,346,3.9,4.1,4.3,23.13387,113.3282
壹佰伴连锁商务酒店,体育西路,525,3,133,3.9,3,3.2,23.140676,113.324905
如家快捷酒店(专享),体育西路,914,0,175,3.9,0,0,23.131811,113.321014
广州嘉苑酒店式公寓,体育西路,756,4.6,231,3.9,4.4,4.4,23.13169,113.3233
永嘉宾馆,体育西路,700,4.1,178,3.9,3.8,4,23.13345,113.33375
新天河宾馆,体育西路,325,4,264,3.8,3.7,4,23.139277,113.32614
凯福大酒店,体育西路,231,4.3,208,3.8,4,4.2,23.13821,113.326256
广九大酒店,体育西路,972,3.9,166,3.8,3.6,3.9,23.134676,113.31883
广州龙城富力盈丰大厦国际公寓酒店,体育西路,787,3.7,308,3.8,3.6,3.6,23.131655,113.32288
铂晶威尔斯酒店,体育西路,787,4,238,3.8,3.8,3.8,23.131598,113.322945
广州致家连锁公寓,体育西路,755,3.8,226,3.8,3.8,3.7,23.13186,113.323105
星汇国际公寓,体育西路,977,3.8,276,3.7,3.8,3.9,23.129429,113.32303
广州致家富力威尔斯公寓,体育西路,753,2,198,3.7,4,2,23.131783,113.323235
7天连锁酒店(广州南方报社店),体育西路,743,4.5,168,3.7,4.3,4.5,23.134663,113.32119
广州宜家人公寓(体育西路店),体育西路,280,4,228,3.7,3,4,23.134424,113.32842
广州友家·威尔斯国际公寓,体育西路,760,3.6,0,3.7,3.6,3.7,23.131556,113.323425
有缘青年公寓,体育西路,499,2.5,182,3.7,2.1,2.5,23.13259,113.32933
私享家连锁酒店(史丹尼国际公寓店),体育西路,676,3.5,278,3.6,3.3,3.5,23.132303,113.32372
广州友家连锁酒店公寓(史丹尼分店),体育西路,789,3.7,236,3.6,3.7,3.7,23.131647,113.32286
广州驴友青年旅舍,体育西路,334,3.7,20,3.6,3.2,3.1,23.134396,113.32625
俪士连锁酒店,客村,820,3.8,230,3.4,3.6,4,23.10431,113.33478
怡美宾馆,客村,950,3.8,118,3.3,3.5,3.8,23.104828,113.3183
名凯假日酒店,客村,730,3.8,178,3.2,3.4,3.6,23.096827,113.322876
金诚宾馆,客村,865,1,138,3.2,1,1,23.094778,113.324295
穗峰旅店,客村,762,0,108,3.1,0,0,23.099281,113.32032
佳圆宾馆,客村,991,3.9,138,3.1,3,3.4,23.101824,113.31743
珠影花园宾馆,客村,363,4,80,3,3.6,4.1,23.099033,113.32829
影城宾馆,客村,236,2.9,148,2.9,2.9,2.9,23.101658,113.32486
骏福酒店新港分店,客村,522,4.5,168,2.7,3.3,3.3,23.09799,113.32956
广州育蕾客栈(客村店),客村,384,0,1888,2.5,0,0,23.105503,113.32789
嘉宏宾馆,客村,368,1,198,2.3,4,5,23.099688,113.32956
广州艾米公寓,客村,218,2,0,2,2,2,23.101519,113.32508
鸿苑宾馆,客村,926,0,147,1.8,0,0,23.096947,113.320015
鸿运宾馆,客村,900,0,159,1.5,0,0,23.096884,113.3204
广州海珠区阳光公寓,客村,626,0,88,-1,0,0,23.100168,113.32137
广州喜居酒店公寓,客村,439,0,283,-1,0,0,23.102207,113.331406
广州V公寓赤岗店,客村,996,0,888,-1,0,0,23.101582,113.33684
国门酒店,妇儿中心,725,4.3,345,4,3.9,4.1,23.124819,113.3252
锦馨屋酒店公寓,妇儿中心,908,4,228,4,4,4,23.13183,113.32322
广州龙城威尔斯国际酒店公寓,妇儿中心,906,4,218,4,4.1,3.6,23.13178,113.32321
广州美忆家酒店公寓（铂林店）,妇儿中心,889,3.8,216,4,3.7,3.7,23.125355,113.32312
广州优优威尔斯酒店公寓,妇儿中心,922,3.9,233,4,3.8,3.9,23.131598,113.322945
广州朗日青年旅舍,妇儿中心,864,4.1,55,4,3.8,3.5,23.13435,113.325935
广州Xbed互联网住宿富力盈丰店,妇儿中心,933,0,408,4,2.5,3,23.131647,113.32285
私享家连锁酒店公寓(广州汇峰国际公寓店),妇儿中心,711,3.7,208,3.9,3.6,3.8,23.126251,113.337814
凯旋龙连锁酒店(体育西路店),妇儿中心,694,4.3,346,3.9,4.1,4.3,23.13387,113.3282
永嘉宾馆,妇儿中心,630,4.1,178,3.9,3.8,4,23.13345,113.33375
广州嘉苑酒店式公寓,妇儿中心,893,4.6,231,3.9,4.4,4.4,23.13169,113.3233
威喜登商务公寓,妇儿中心,660,0,325,3.9,3.3,2.9,23.125946,113.33716
广州达美酒店公寓（华利路店）,妇儿中心,776,3.7,276,3.9,3.4,3.6,23.123863,113.32533
广州怡蕊酒店式公寓,妇儿中心,888,4.1,175,3.9,3.8,4.1,23.125357,113.32312
索特来酒店(广州珠江新城店),妇儿中心,527,4,386,3.8,3.8,4,23.126713,113.33608
广州龙城富力盈丰大厦国际公寓酒店,妇儿中心,931,3.7,308,3.8,3.6,3.6,23.131655,113.32288
铂晶威尔斯酒店,妇儿中心,922,4,238,3.8,3.8,3.8,23.131598,113.322945
广州凯顺美公寓,妇儿中心,767,3.8,163,3.8,3.7,3.6,23.123928,113.325386
广州致家连锁公寓,妇儿中心,920,3.8,226,3.8,3.8,3.7,23.13186,113.323105
私享家酒店式公寓(华利路店),妇儿中心,824,3.6,321,3.8,3.5,3.7,23.12396,113.32466
广州潇洒公寓,大石,135,0,49,2.2,0,0,23.022469,113.32875
广州145号住宿,大石,710,0,45,2.1,0,0,23.028189,113.32335
广州迎宾楼住宿,大石,704,0,40,2,0,0,23.0176,113.33055
广州好再来公寓南大路店,大石,989,2,60,2,2,2,23.016418,113.33392
广州植村住宿,大石,787,0,44,2,0,0,23.017357,113.33188
群星旅业,大石,600,0,88,1.8,0,0,23.024607,113.322334
广州双苹果酒店式公寓,大石,631,0,0,-1,0,0,23.02818,113.32456
广州舒怡公寓,大石,603,0,0,-1,0,0,23.01835,113.32988
广州番禺锦绣公寓,大石,809,0,69,-1,0,0,23.030039,113.33161
广州洪发住宿,大石,785,0,47,-1,0,0,23.016802,113.33046
广州番禺区阳光公寓,大石,695,0,50,-1,0,0,23.01782,113.33089
广州大山商务公寓,大石,557,0,76,-1,0,0,23.028313,113.32651
广州植村米兰公寓,大石,715,0,47,-1,0,0,23.017622,113.33089
广州番禺植村海龙公寓,大石,653,0,64,-1,0,0,23.018185,113.33078
广州植村租房,大石,975,0,55,-1,0,0,23.016382,113.33363
广州牡丹公寓,江夏,688,0,61,-1,0,0,23.21382,113.28429
广州陈田开心住宿,江夏,870,0,0,-1,0,0,23.210167,113.29241
灵秀公寓,江夏,971,0,57,-1,0,0,23.214127,113.28091
广州晶源酒店式公寓,北京路,65,4.4,193,4,4.3,4.3,23.125065,113.27586
迎商金艺宾馆,北京路,856,4,150,4,3.8,4,23.124092,113.26815
君悦宾馆,北京路,495,0,146,4,3.9,4,23.124224,113.27169
广州教育酒店,北京路,508,0,184,4,3,4,23.129322,113.27787
广州旺德福精品酒店,北京路,540,4.5,143,4,4.1,4.4,23.125856,113.28167
广州诺盟酒店公寓北京路锦源店,北京路,93,4.4,231,3.9,4.2,4.3,23.124844,113.27557
京福商务酒店,北京路,98,4.1,137,3.9,4,4.1,23.125315,113.27734
广州福森圆酒店,北京路,302,4.2,137,3.9,4,4.2,23.12425,113.27934
7天连锁酒店(北京路步行街店),北京路,614,4.5,199,3.9,4.3,4.5,23.126057,113.27059
广州骏田阳光国际酒店公馆,北京路,71,3.8,192,3.9,3.6,3.7,23.124989,113.27579
禧龙宾馆(广州市沿江中路店),北京路,756,3.9,129,3.9,4,4.2,23.12189,113.2831
揽悦阁主题酒店,北京路,963,4.2,105,3.9,3.8,4.1,23.13316,113.27351
海珠酒店,北京路,992,4,161,3.9,3.7,4,23.116255,113.274185
码头酒店,北京路,719,4.2,138,3.9,4,4.1,23.12224,113.282875
广州万盛宾馆,北京路,632,4.1,69,3.8,3.8,4,23.124695,113.28266
广永丽都酒店,北京路,253,3.9,310,3.8,3.7,3.9,23.127178,113.27606
广州优乐家酒店公寓北京路地铁站店,北京路,96,4,148,3.8,3.7,3.8,23.124826,113.27554
天顺商务酒店(北京路分店),北京路,213,3.2,153,3.8,3.1,3.1,23.126505,113.27529
广州春熙万艺国际公寓,北京路,425,4.1,268,3.8,4,4.3,23.122025,113.27378
佳裕宾馆(德政中路),北京路,881,4.2,128,3.8,4,4.2,23.131235,113.281715
格琳时尚宾馆,石牌桥,713,4.7,119,3.8,4.5,4.7,23.14323,113.34343
天河酒店,石牌桥,992,4.8,439,3.8,4.8,4.9,23.141373,113.34755
广州天水休闲会所商务酒店,石牌桥,141,3.7,287,3.7,3.7,3.5,23.138418,113.33945
广州丽源酒店天河岗顶地铁站店,石牌桥,800,3.9,188,3.6,3.9,4.1,23.14071,113.345795
广悦酒店,石牌桥,963,3.2,132,3.4,3.1,3.3,23.141409,113.347244
海涛酒店,石牌桥,766,3.5,206,3.3,3,3.4,23.132418,113.3359
广州初印象家庭旅馆,石牌桥,781,2.9,87,3.3,2.9,2.9,23.145628,113.34069
广州市太美酒店公寓(体育中心店),石牌桥,129,3,231,3.2,2.8,2.8,23.139498,113.33706
龙祥宾馆(龙口西路),石牌桥,592,4,111,3.2,3.9,4,23.14076,113.34366
嘉悦公寓,石牌桥,992,0,215,3,0,0,23.141577,113.34749
广州风归小筑,石牌桥,760,3,54,2.7,2,2,23.133524,113.33372
金圣宾馆,石牌桥,756,3.2,187,2.6,2.8,2.8,23.133316,113.33411
广州天河房地产开发总公司广东文昌楼招待所,石牌桥,919,0,173,2.4,0,0,23.135668,113.329956
广州地铁之家公寓（天河城店）,石牌桥,475,0,138,2.3,3,3,23.13511,113.34019
广州YOU客青年旅舍,石牌桥,835,0,55,2.2,0,0,23.134567,113.33159
广州星座酒店式公寓（体育中心店）,石牌桥,173,4.5,128,2.1,4.5,4.5,23.137856,113.33937
广州平安住房（岗顶店）,石牌桥,870,2,122,2,2,2,23.138865,113.34671
广州几米阳光女生公寓,石牌桥,620,0,228,1.8,0,0,23.141726,113.34348
城迹酒店,石牌桥,240,0,369,-1,0,0,23.1369,113.33754
广州家诚青年公寓正佳店,石牌桥,540,0,48,-1,0,0,23.13647,113.33367
柏高商务酒店(天河城店),体育中心南,885,4.2,108,3.9,4.1,4.3,23.138742,113.33877
凯旋龙连锁酒店(体育西路店),体育中心南,693,4.3,346,3.9,4.1,4.3,23.13387,113.3282
永嘉宾馆,体育中心南,797,4.1,178,3.9,3.8,4,23.13345,113.33375
广州乐君来商务宾馆,体育中心南,845,3.9,187,3.9,3.7,3.9,23.147146,113.32791
新天河宾馆,体育中心南,418,4,264,3.8,3.7,4,23.139277,113.32614
凯福大酒店,体育中心南,441,4.3,208,3.8,4,4.2,23.13821,113.326256
广州宜家人公寓(体育西路店),体育中心南,627,4,228,3.7,3,4,23.134424,113.32842
广州天水休闲会所商务酒店,体育中心南,959,3.7,287,3.7,3.7,3.5,23.138418,113.33945
有缘青年公寓,体育中心南,810,2.5,182,3.7,2.1,2.5,23.13259,113.32933
广州驴友青年旅舍,体育中心南,726,3.7,20,3.6,3.2,3.1,23.134396,113.32625
广州地铁之家公寓体育西路店,体育中心南,442,0,141,3.5,0,0,23.136602,113.32767
广州蜗牛家庭民宿,体育中心南,602,0,158,3.5,0,0,23.134497,113.32917
广州沐枫精品酒店,体育中心南,349,4,308,3.4,3.9,4.2,23.138588,113.32705
广州市太美酒店公寓(体育中心店),体育中心南,703,3,231,3.2,2.8,2.8,23.139498,113.33706
广州越秀区天越公寓(日租公寓),体育中心南,964,4.5,63,3,2.6,2.6,23.136566,113.32145
凯利宾馆,体育中心南,734,2.3,199,2.9,1.8,3,23.13588,113.32444
广州风归小筑,体育中心南,788,3,54,2.7,2,2,23.133524,113.33372
金圣宾馆,体育中心南,828,3.2,187,2.6,2.8,2.8,23.133316,113.33411
广州天河房地产开发总公司广东文昌楼招待所,体育中心南,463,0,173,2.4,0,0,23.135668,113.329956
广州YOU客青年旅舍,体育中心南,602,0,55,2.2,0,0,23.134567,113.33159
龙川宾馆,天平架,846,3.2,134,3.3,2.9,3.1,23.157665,113.327095
智杰公寓,天平架,488,4.6,84,3.2,4,4.2,23.169304,113.32973
军工宾馆,天平架,293,2.9,89,2.8,1.9,2.5,23.164364,113.33063
广州云峰商务宾馆,天平架,847,2.9,100,2.4,2.7,2.9,23.15859,113.32386
鑫安宾馆,天平架,924,0,173,2.3,0,0,23.167715,113.33654
广州天平架招待所,天平架,271,2.3,58,2.2,2,1.9,23.164768,113.33051
索特来文艺酒店(天平架店),天平架,262,0,0,-1,0,0,23.16453,113.33036
泰古商务酒店,公园前,687,4,208,4,3.7,3.9,23.125484,113.27124
华帮商务酒店,公园前,564,4,139,4,3.9,4.2,23.126583,113.27107
迎商金艺宾馆,公园前,877,4,150,4,3.8,4,23.124092,113.26815
广州晶源酒店式公寓,公园前,905,4.4,193,4,4.3,4.3,23.125065,113.27586
君悦宾馆,公园前,832,0,146,4,3.9,4,23.124224,113.27169
广州教育酒店,公园前,783,0,184,4,3,4,23.129322,113.27787
揽悦阁主题酒店,公园前,338,4.2,105,3.9,3.8,4.1,23.13316,113.27351
